Reading ID, Day, YYYY/MM/DD, hh:mm:ss, Ultrasonik, Infrared, Magnetik, Cahaya ,Label,Pengamatan ke-
108,Tuesday,02/03/2021,13:57:15,23,1002,2975,1074,1,1
109,Tuesday,02/03/2021,13:57:20,23,995,2971,1078,1,1
110,Tuesday,02/03/2021,13:57:25,23,1004,2979,1070,1,1
111,Tuesday,02/03/2021,13:57:30,23,1028,2967,1072,1,1
112,Tuesday,02/03/2021,13:57:35,23,1000,2975,1104,1,1
113,Tuesday,02/03/2021,13:57:41,23,1003,2969,1072,1,1
114,Tuesday,02/03/2021,13:57:46,23,1004,2973,1074,1,1
115,Tuesday,02/03/2021,13:57:51,23,999,2967,1070,1,1
116,Tuesday,02/03/2021,13:57:56,23,998,2971,1063,1,1
117,Tuesday,02/03/2021,13:58:01,23,993,2961,1094,1,1
118,Tuesday,02/03/2021,13:58:06,23,988,2961,960,1,1
119,Tuesday,02/03/2021,13:58:11,23,1000,2983,1034,1,1
120,Tuesday,02/03/2021,13:58:16,23,1000,2954,955,1,1
121,Tuesday,02/03/2021,13:58:21,23,1008,2975,965,1,1
122,Tuesday,02/03/2021,13:58:26,23,992,2959,972,1,1
123,Tuesday,02/03/2021,13:58:31,23,992,2965,978,1,1
124,Tuesday,02/03/2021,13:58:36,23,997,2963,978,1,1
125,Tuesday,02/03/2021,13:58:41,23,997,2967,976,1,1
126,Tuesday,02/03/2021,13:58:46,23,1001,2973,988,1,1
127,Tuesday,02/03/2021,13:58:51,23,995,2971,998,1,1
128,Tuesday,02/03/2021,13:58:56,23,996,2973,1045,1,1
129,Tuesday,02/03/2021,13:59:01,23,1000,2975,1008,1,1
130,Tuesday,02/03/2021,13:59:06,23,1029,2777,1000,1,1
131,Tuesday,02/03/2021,13:59:12,23,995,2955,1010,1,1
132,Tuesday,02/03/2021,13:59:17,24,1015,2963,1052,1,1
133,Tuesday,02/03/2021,13:59:22,24,888,2983,80,1,1
152,Tuesday,02/03/2021,14:00:58,24,972,2992,620,1,2
153,Tuesday,02/03/2021,14:01:03,25,978,2992,613,1,2
154,Tuesday,02/03/2021,14:01:08,24,1050,3013,612,1,2
155,Tuesday,02/03/2021,14:01:13,25,1104,2863,602,1,2
156,Tuesday,02/03/2021,14:01:18,24,1076,3011,611,1,2
157,Tuesday,02/03/2021,14:01:23,25,1068,2995,608,1,2
158,Tuesday,02/03/2021,14:01:28,25,1072,2993,610,1,2
159,Tuesday,02/03/2021,14:01:33,25,1104,2831,592,1,2
160,Tuesday,02/03/2021,14:01:38,24,1072,3007,612,1,2
161,Tuesday,02/03/2021,14:01:43,24,1078,3015,619,1,2
162,Tuesday,02/03/2021,14:01:48,25,1072,2995,609,1,2
163,Tuesday,02/03/2021,14:01:53,25,1077,3007,624,1,2
164,Tuesday,02/03/2021,14:01:58,25,1077,3015,622,1,2
165,Tuesday,02/03/2021,14:02:03,25,1072,3015,626,1,2
166,Tuesday,02/03/2021,14:02:08,24,1083,3021,722,1,2
167,Tuesday,02/03/2021,14:02:13,25,1081,3009,699,1,2
168,Tuesday,02/03/2021,14:02:19,24,1095,3007,753,1,2
169,Tuesday,02/03/2021,14:02:24,25,1080,3011,756,1,2
170,Tuesday,02/03/2021,14:02:29,25,1066,3013,757,1,2
171,Tuesday,02/03/2021,14:02:34,25,1072,3019,768,1,2
172,Tuesday,02/03/2021,14:02:39,25,1072,3015,762,1,2
173,Tuesday,02/03/2021,14:02:44,25,1098,3007,753,1,2
174,Tuesday,02/03/2021,14:02:49,25,1072,3005,772,1,2
175,Tuesday,02/03/2021,14:02:54,25,1094,3007,752,1,2
176,Tuesday,02/03/2021,14:02:59,25,1104,3013,832,1,2
177,Tuesday,02/03/2021,14:03:04,25,971,2999,1028,1,2
178,Tuesday,02/03/2021,14:03:09,20,1486,2995,208,1,2
195,Tuesday,02/03/2021,14:04:35,35,880,2967,288,1,3
196,Tuesday,02/03/2021,14:04:40,28,870,2895,278,1,3
197,Tuesday,02/03/2021,14:04:45,48,834,2997,296,1,3
198,Tuesday,02/03/2021,14:04:50,36,834,2971,281,1,3
199,Tuesday,02/03/2021,14:04:55,31,832,2963,288,1,3
200,Tuesday,02/03/2021,14:05:00,48,842,3003,309,1,3
201,Tuesday,02/03/2021,14:05:05,35,857,2782,292,1,3
202,Tuesday,02/03/2021,14:05:11,30,869,2783,608,1,3
203,Tuesday,02/03/2021,14:05:16,43,866,2791,768,1,3
204,Tuesday,02/03/2021,14:05:21,40,838,2961,793,1,3
205,Tuesday,02/03/2021,14:05:26,48,836,2995,821,1,3
206,Tuesday,02/03/2021,14:05:31,30,834,2967,801,1,3
207,Tuesday,02/03/2021,14:05:36,42,828,2963,784,1,3
208,Tuesday,02/03/2021,14:05:41,36,868,2797,770,1,3
209,Tuesday,02/03/2021,14:05:46,31,837,2787,761,1,3
210,Tuesday,02/03/2021,14:05:51,43,864,2790,786,1,3
211,Tuesday,02/03/2021,14:05:56,39,848,2789,795,1,3
212,Tuesday,02/03/2021,14:06:01,40,822,2962,813,1,3
213,Tuesday,02/03/2021,14:06:06,48,816,3007,829,1,3
214,Tuesday,02/03/2021,14:06:11,27,800,2961,810,1,3
215,Tuesday,02/03/2021,14:06:16,31,817,2967,803,1,3
216,Tuesday,02/03/2021,14:06:21,47,816,2999,816,1,3
217,Tuesday,02/03/2021,14:06:26,39,808,2961,786,1,3
218,Tuesday,02/03/2021,14:06:31,48,560,2979,1147,1,3
219,Tuesday,02/03/2021,14:06:36,24,2403,2995,848,1,3
246,Tuesday,02/03/2021,14:08:54,21,904,3007,1156,1,4
247,Tuesday,02/03/2021,14:08:59,21,905,2897,1053,1,4
248,Tuesday,02/03/2021,14:09:04,21,919,2997,985,1,4
249,Tuesday,02/03/2021,14:09:09,21,928,3007,995,1,4
250,Tuesday,02/03/2021,14:09:14,21,910,3007,996,1,4
251,Tuesday,02/03/2021,14:09:19,21,898,2995,980,1,4
252,Tuesday,02/03/2021,14:09:24,21,921,3003,988,1,4
253,Tuesday,02/03/2021,14:09:29,21,925,2991,1069,1,4
254,Tuesday,02/03/2021,14:09:34,21,924,2997,1004,1,4
255,Tuesday,02/03/2021,14:09:39,21,909,3011,1009,1,4
256,Tuesday,02/03/2021,14:09:44,21,898,3007,1008,1,4
257,Tuesday,02/03/2021,14:09:49,21,900,2979,1171,1,4
258,Tuesday,02/03/2021,14:09:54,21,928,2998,1152,1,4
259,Tuesday,02/03/2021,14:09:59,21,900,3007,1301,1,4
260,Tuesday,02/03/2021,14:10:04,21,906,3011,1367,1,4
261,Tuesday,02/03/2021,14:10:09,21,898,3010,1358,1,4
262,Tuesday,02/03/2021,14:10:14,21,908,3010,1220,1,4
263,Tuesday,02/03/2021,14:10:20,21,933,2871,992,1,4
264,Tuesday,02/03/2021,14:10:25,21,937,3007,989,1,4
265,Tuesday,02/03/2021,14:10:30,21,949,2941,970,1,4
266,Tuesday,02/03/2021,14:10:35,21,896,2959,974,1,4
267,Tuesday,02/03/2021,14:10:40,21,896,2963,977,1,4
268,Tuesday,02/03/2021,14:10:45,21,925,2979,976,1,4
269,Tuesday,02/03/2021,14:10:50,21,904,3010,992,1,4
270,Tuesday,02/03/2021,14:10:55,21,898,2979,969,1,4
271,Tuesday,02/03/2021,14:11:00,21,902,2974,976,1,4
272,Tuesday,02/03/2021,14:11:05,21,896,2967,960,1,4
273,Tuesday,02/03/2021,14:11:10,21,924,2975,960,1,4
274,Tuesday,02/03/2021,14:11:15,21,902,3011,976,1,4
275,Tuesday,02/03/2021,14:11:20,21,904,2963,968,1,4
276,Tuesday,02/03/2021,14:11:25,21,918,2991,982,1,4
277,Tuesday,02/03/2021,14:11:30,21,929,2995,966,1,4
278,Tuesday,02/03/2021,14:11:35,21,905,3003,1017,1,4
279,Tuesday,02/03/2021,14:11:40,30,965,3011,1257,1,4
315,Tuesday,02/03/2021,14:14:43,52,598,3011,1308,1,5
316,Tuesday,02/03/2021,14:14:48,52,581,2967,1280,1,5
317,Tuesday,02/03/2021,14:14:54,52,618,3015,1320,1,5
318,Tuesday,02/03/2021,14:14:59,52,617,2987,1282,1,5
319,Tuesday,02/03/2021,14:15:04,52,612,3007,1280,1,5
320,Tuesday,02/03/2021,14:15:09,52,642,2835,1267,1,5
321,Tuesday,02/03/2021,14:15:14,52,640,3006,1257,1,5
322,Tuesday,02/03/2021,14:15:19,52,640,3011,1194,1,5
323,Tuesday,02/03/2021,14:15:24,52,661,2827,1191,1,5
324,Tuesday,02/03/2021,14:15:29,52,632,2999,1264,1,5
325,Tuesday,02/03/2021,14:15:34,52,640,3007,1270,1,5
326,Tuesday,02/03/2021,14:15:39,52,612,3007,1274,1,5
327,Tuesday,02/03/2021,14:15:44,52,640,3011,1276,1,5
328,Tuesday,02/03/2021,14:15:49,52,640,2959,1243,1,5
329,Tuesday,02/03/2021,14:15:54,52,634,2995,1246,1,5
330,Tuesday,02/03/2021,14:15:59,52,640,2999,1232,1,5
331,Tuesday,02/03/2021,14:16:04,52,636,3007,1191,1,5
332,Tuesday,02/03/2021,14:16:09,52,634,3007,1244,1,5
333,Tuesday,02/03/2021,14:16:14,52,642,3007,1258,1,5
334,Tuesday,02/03/2021,14:16:19,52,688,2847,1248,1,5
335,Tuesday,02/03/2021,14:16:25,52,656,2987,1242,1,5
336,Tuesday,02/03/2021,14:16:30,52,640,3003,1264,1,5
337,Tuesday,02/03/2021,14:16:35,52,644,3007,1260,1,5
338,Tuesday,02/03/2021,14:16:40,52,672,3003,1258,1,5
339,Tuesday,02/03/2021,14:16:45,52,696,2859,1236,1,5
340,Tuesday,02/03/2021,14:16:50,53,656,2995,1290,1,5
363,Tuesday,02/03/2021,14:18:46,31,944,3007,708,1,6
364,Tuesday,02/03/2021,14:18:51,32,981,2879,802,1,6
365,Tuesday,02/03/2021,14:18:56,32,979,3011,816,1,6
366,Tuesday,02/03/2021,14:19:01,31,989,2832,805,1,6
367,Tuesday,02/03/2021,14:19:06,32,954,3007,832,1,6
368,Tuesday,02/03/2021,14:19:12,31,960,3015,896,1,6
369,Tuesday,02/03/2021,14:19:17,31,954,3003,864,1,6
370,Tuesday,02/03/2021,14:19:22,31,960,3005,823,1,6
371,Tuesday,02/03/2021,14:19:27,32,904,3015,806,1,6
372,Tuesday,02/03/2021,14:19:32,31,960,3011,806,1,6
373,Tuesday,02/03/2021,14:19:37,32,971,2915,798,1,6
374,Tuesday,02/03/2021,14:19:42,32,922,2991,813,1,6
375,Tuesday,02/03/2021,14:19:47,31,953,3015,822,1,6
376,Tuesday,02/03/2021,14:19:52,32,945,3003,817,1,6
377,Tuesday,02/03/2021,14:19:57,31,957,3007,835,1,6
378,Tuesday,02/03/2021,14:20:02,32,946,3011,834,1,6
379,Tuesday,02/03/2021,14:20:07,32,956,3011,826,1,6
380,Tuesday,02/03/2021,14:20:12,32,928,3011,837,1,6
381,Tuesday,02/03/2021,14:20:17,31,944,3007,845,1,6
382,Tuesday,02/03/2021,14:20:22,31,928,3007,864,1,6
383,Tuesday,02/03/2021,14:20:27,32,945,3007,866,1,6
384,Tuesday,02/03/2021,14:20:32,32,956,3005,872,1,6
385,Tuesday,02/03/2021,14:20:37,32,928,3007,880,1,6
386,Tuesday,02/03/2021,14:20:42,31,949,2999,864,1,6
387,Tuesday,02/03/2021,14:20:48,32,960,3007,880,1,6
388,Tuesday,02/03/2021,14:20:53,32,980,2851,896,1,6
389,Tuesday,02/03/2021,14:20:58,32,934,3010,896,1,6
390,Tuesday,02/03/2021,14:21:03,31,960,3009,881,1,6
391,Tuesday,02/03/2021,14:21:08,31,954,3007,896,1,6
392,Tuesday,02/03/2021,14:21:13,20,664,2919,1046,1,6
428,Tuesday,02/03/2021,14:24:15,21,1353,3003,1266,1,7
429,Tuesday,02/03/2021,14:24:20,21,1360,3015,1269,1,7
430,Tuesday,02/03/2021,14:24:25,21,1360,3013,1270,1,7
431,Tuesday,02/03/2021,14:24:30,21,1366,3013,1278,1,7
432,Tuesday,02/03/2021,14:24:35,21,1360,3003,1267,1,7
433,Tuesday,02/03/2021,14:24:40,21,1360,3014,1285,1,7
434,Tuesday,02/03/2021,14:24:45,21,1331,3015,1292,1,7
435,Tuesday,02/03/2021,14:24:50,21,1334,3023,1296,1,7
436,Tuesday,02/03/2021,14:24:55,21,1373,2946,1282,1,7
437,Tuesday,02/03/2021,14:25:00,21,1332,3003,1296,1,7
438,Tuesday,02/03/2021,14:25:05,21,1336,3007,1306,1,7
439,Tuesday,02/03/2021,14:25:10,21,1332,3011,1309,1,7
440,Tuesday,02/03/2021,14:25:16,21,1337,3007,1312,1,7
441,Tuesday,02/03/2021,14:25:21,21,1328,3007,1317,1,7
442,Tuesday,02/03/2021,14:25:26,21,1332,3007,1319,1,7
443,Tuesday,02/03/2021,14:25:31,21,1326,2991,1318,1,7
444,Tuesday,02/03/2021,14:25:36,21,1331,3011,1347,1,7
445,Tuesday,02/03/2021,14:25:41,21,1342,3011,1347,1,7
446,Tuesday,02/03/2021,14:25:46,21,1329,2999,1342,1,7
447,Tuesday,02/03/2021,14:25:51,21,1335,3011,1358,1,7
448,Tuesday,02/03/2021,14:25:56,21,1339,3015,1351,1,7
449,Tuesday,02/03/2021,14:26:01,21,1328,3007,1446,1,7
450,Tuesday,02/03/2021,14:26:06,21,1339,3013,1389,1,7
451,Tuesday,02/03/2021,14:26:11,21,1335,3011,1535,1,7
452,Tuesday,02/03/2021,14:26:16,30,1126,3015,1983,1,7
471,Tuesday,02/03/2021,14:27:52,32,0,3025,1475,1,8
472,Tuesday,02/03/2021,14:27:57,32,0,3027,1488,1,8
473,Tuesday,02/03/2021,14:28:02,32,0,3027,1434,1,8
474,Tuesday,02/03/2021,14:28:07,32,0,3023,1432,1,8
475,Tuesday,02/03/2021,14:28:13,32,0,3025,1399,1,8
476,Tuesday,02/03/2021,14:28:18,32,0,3027,1330,1,8
477,Tuesday,02/03/2021,14:28:23,32,0,3025,1265,1,8
478,Tuesday,02/03/2021,14:28:28,32,0,3025,1293,1,8
479,Tuesday,02/03/2021,14:28:33,32,0,3023,1314,1,8
480,Tuesday,02/03/2021,14:28:38,32,0,3027,1249,1,8
481,Tuesday,02/03/2021,14:28:43,32,0,3031,1184,1,8
482,Tuesday,02/03/2021,14:28:48,32,0,3024,1174,1,8
483,Tuesday,02/03/2021,14:28:53,32,0,3023,1170,1,8
484,Tuesday,02/03/2021,14:28:58,32,0,3025,1174,1,8
485,Tuesday,02/03/2021,14:29:03,32,0,3027,1152,1,8
486,Tuesday,02/03/2021,14:29:08,32,0,3027,1152,1,8
487,Tuesday,02/03/2021,14:29:13,32,0,3024,1152,1,8
488,Tuesday,02/03/2021,14:29:18,32,0,3021,1146,1,8
489,Tuesday,02/03/2021,14:29:23,32,0,3031,1168,1,8
490,Tuesday,02/03/2021,14:29:28,32,0,3027,1163,1,8
491,Tuesday,02/03/2021,14:29:33,32,0,3025,1291,1,8
492,Tuesday,02/03/2021,14:29:38,32,0,3024,1462,1,8
493,Tuesday,02/03/2021,14:29:43,32,0,3027,1443,1,8
494,Tuesday,02/03/2021,14:29:48,32,0,3027,1377,1,8
495,Tuesday,02/03/2021,14:29:53,32,0,3025,1361,1,8
496,Tuesday,02/03/2021,14:29:59,32,0,3025,1440,1,8
497,Tuesday,02/03/2021,14:30:04,32,0,3025,1451,1,8
533,Tuesday,02/03/2021,14:33:06,25,0,3019,1424,1,9
534,Tuesday,02/03/2021,14:33:11,26,0,3009,1392,1,9
535,Tuesday,02/03/2021,14:33:16,25,0,3021,1403,1,9
536,Tuesday,02/03/2021,14:33:21,25,0,3024,1229,1,9
537,Tuesday,02/03/2021,14:33:26,25,0,3015,1277,1,9
538,Tuesday,02/03/2021,14:33:31,25,0,3022,1093,1,9
539,Tuesday,02/03/2021,14:33:36,25,0,3023,1008,1,9
540,Tuesday,02/03/2021,14:33:41,25,0,3015,1004,1,9
541,Tuesday,02/03/2021,14:33:46,25,0,3015,1535,1,9
542,Tuesday,02/03/2021,14:33:51,25,0,3014,1563,1,9
543,Tuesday,02/03/2021,14:33:56,25,0,3010,1568,1,9
544,Tuesday,02/03/2021,14:34:01,25,0,3010,1573,1,9
545,Tuesday,02/03/2021,14:34:07,25,0,3025,1573,1,9
546,Tuesday,02/03/2021,14:34:12,25,0,3019,1584,1,9
547,Tuesday,02/03/2021,14:34:17,25,0,3020,1594,1,9
548,Tuesday,02/03/2021,14:34:22,25,0,3007,1593,1,9
549,Tuesday,02/03/2021,14:34:27,25,0,3015,1594,1,9
550,Tuesday,02/03/2021,14:34:32,25,0,3019,1600,1,9
551,Tuesday,02/03/2021,14:34:37,25,0,3018,1603,1,9
552,Tuesday,02/03/2021,14:34:42,25,0,3011,1600,1,9
553,Tuesday,02/03/2021,14:34:47,25,0,3010,1603,1,9
554,Tuesday,02/03/2021,14:34:52,25,0,3014,1616,1,9
555,Tuesday,02/03/2021,14:34:57,25,0,3023,1600,1,9
556,Tuesday,02/03/2021,14:35:02,25,0,3015,1601,1,9
557,Tuesday,02/03/2021,14:35:07,25,0,3023,1714,1,9
558,Tuesday,02/03/2021,14:35:12,38,0,3023,336,1,9
593,Tuesday,02/03/2021,14:38:10,39,665,3019,752,1,10
594,Tuesday,02/03/2021,14:38:15,39,656,3024,752,1,10
595,Tuesday,02/03/2021,14:38:20,39,664,3011,750,1,10
596,Tuesday,02/03/2021,14:38:25,38,640,3024,754,1,10
597,Tuesday,02/03/2021,14:38:30,38,704,2899,746,1,10
598,Tuesday,02/03/2021,14:38:35,38,648,3011,749,1,10
599,Tuesday,02/03/2021,14:38:40,39,672,3023,754,1,10
600,Tuesday,02/03/2021,14:38:45,38,650,2991,736,1,10
601,Tuesday,02/03/2021,14:38:50,38,666,3014,736,1,10
602,Tuesday,02/03/2021,14:38:55,39,660,2907,721,1,10
603,Tuesday,02/03/2021,14:39:00,39,656,3015,706,1,10
604,Tuesday,02/03/2021,14:39:05,39,673,3021,688,1,10
605,Tuesday,02/03/2021,14:39:10,38,668,3015,689,1,10
606,Tuesday,02/03/2021,14:39:15,38,654,3013,704,1,10
607,Tuesday,02/03/2021,14:39:20,38,688,2971,634,1,10
608,Tuesday,02/03/2021,14:39:25,38,664,3015,793,1,10
609,Tuesday,02/03/2021,14:39:30,30,869,3019,114,1,10
636,Tuesday,02/03/2021,14:41:48,20,1271,2991,1136,1,11
637,Tuesday,02/03/2021,14:41:53,20,1264,3003,1108,1,11
638,Tuesday,02/03/2021,14:41:58,20,1261,2891,1008,1,11
639,Tuesday,02/03/2021,14:42:03,20,1264,2995,999,1,11
640,Tuesday,02/03/2021,14:42:08,20,1264,3003,1042,1,11
641,Tuesday,02/03/2021,14:42:13,20,1286,2834,1006,1,11
642,Tuesday,02/03/2021,14:42:18,20,1264,2999,1056,1,11
643,Tuesday,02/03/2021,14:42:23,20,1267,3003,1072,1,11
644,Tuesday,02/03/2021,14:42:28,20,1264,2994,1036,1,11
645,Tuesday,02/03/2021,14:42:33,20,1264,3003,983,1,11
646,Tuesday,02/03/2021,14:42:38,20,1264,3003,1058,1,11
647,Tuesday,02/03/2021,14:42:43,20,1293,2949,992,1,11
